n,theta,r,t,Y
0.2685546875,0.2880859375,0.2333984375,0.3134765625,0.19455382
0.9658203125,0.4111328125,0.2333984375,0.3134765625,0.31170928
0.9658203125,0.2880859375,0.3544921875,0.3134765625,0.2679397
0.9658203125,0.2880859375,0.2333984375,0.7080078125,0.198979
0.2685546875,0.4111328125,0.3544921875,0.7080078125,0.25813705
0.4658203125,0.7880859375,0.7333984375,0.8134765625,0.44620585
0.7685546875,0.7880859375,0.7333984375,0.8134765625,0.46621692
0.4658203125,0.9111328125,0.7333984375,0.8134765625,0.4463389
0.4658203125,0.7880859375,0.8544921875,0.8134765625,0.442465
0.4658203125,0.7880859375,0.7333984375,0.2080078125,0.5077581
0.7685546875,0.9111328125,0.8544921875,0.2080078125,0.5241613
0.3408203125,0.4130859375,0.8583984375,0.9384765625,0.29320818
0.8935546875,0.4130859375,0.8583984375,0.9384765625,0.32875115
0.3408203125,0.5361328125,0.8583984375,0.9384765625,0.3835414
0.3408203125,0.4130859375,0.4794921875,0.9384765625,0.26167738
0.3408203125,0.4130859375,0.8583984375,0.5830078125,0.34915462
0.8935546875,0.5361328125,0.4794921875,0.5830078125,0.4435
0.8408203125,0.9130859375,0.3583984375,0.4384765625,0.4480992
0.3935546875,0.9130859375,0.3583984375,0.4384765625,0.41894355
0.8408203125,0.0361328125,0.3583984375,0.4384765625,0.250802
0.8408203125,0.9130859375,0.9794921875,0.4384765625,0.4918953
0.8408203125,0.9130859375,0.3583984375,0.0830078125,0.46764523
0.3935546875,0.0361328125,0.9794921875,0.0830078125,0.28498846
0.5908203125,0.1630859375,0.6083984375,0.6884765625,0.26987457
0.1435546875,0.1630859375,0.6083984375,0.6884765625,0.21079615
0.5908203125,0.2861328125,0.6083984375,0.6884765625,0.28071776
0.5908203125,0.1630859375,0.2294921875,0.6884765625,0.1840329
0.5908203125,0.1630859375,0.6083984375,0.3330078125,0.3052534
0.1435546875,0.2861328125,0.2294921875,0.3330078125,0.17117645
0.0908203125,0.6630859375,0.1083984375,0.1884765625,0.3308652
0.6435546875,0.6630859375,0.1083984375,0.1884765625,0.40288642
0.0908203125,0.7861328125,0.1083984375,0.1884765625,0.33243775
0.0908203125,0.6630859375,0.7294921875,0.1884765625,0.45009875
0.0908203125,0.6630859375,0.1083984375,0.8330078125,0.2650624
0.6435546875,0.7861328125,0.7294921875,0.8330078125,0.45788974
0.1220703125,0.1318359375,0.9521484375,0.7822265625,0.1868302
0.3623046875,0.1318359375,0.9521484375,0.7822265625,0.22520317
0.1220703125,0.0048828125,0.9521484375,0.7822265625,0.18628359
0.1220703125,0.1318359375,0.8857421875,0.7822265625,0.19652502
0.1220703125,0.1318359375,0.9521484375,0.3642578125,0.23413292
0.3623046875,0.0048828125,0.8857421875,0.3642578125,0.2816541
0.6220703125,0.6318359375,0.4521484375,0.2822265625,0.47272637
0.8623046875,0.6318359375,0.4521484375,0.2822265625,0.4791421
0.6220703125,0.5048828125,0.4521484375,0.2822265625,0.44260654
0.6220703125,0.6318359375,0.3857421875,0.2822265625,0.45626128
0.6220703125,0.6318359375,0.4521484375,0.8642578125,0.4060083
0.8623046875,0.5048828125,0.3857421875,0.8642578125,0.36583915
0.8720703125,0.3818359375,0.7021484375,0.5322265625,0.3650134
0.6123046875,0.3818359375,0.7021484375,0.5322265625,0.35808465
0.8720703125,0.7548828125,0.7021484375,0.5322265625,0.5028097
0.8720703125,0.3818359375,0.6357421875,0.5322265625,0.35896555
0.8720703125,0.3818359375,0.7021484375,0.6142578125,0.35585204
0.6123046875,0.7548828125,0.6357421875,0.6142578125,0.48067173
0.3720703125,0.8818359375,0.2021484375,0.0322265625,0.39969134
0.1123046875,0.8818359375,0.2021484375,0.0322265625,0.35825047
0.3720703125,0.2548828125,0.2021484375,0.0322265625,0.2089285
0.3720703125,0.8818359375,0.1357421875,0.0322265625,0.3873074
0.3720703125,0.8818359375,0.2021484375,0.1142578125,0.39729112
0.1123046875,0.2548828125,0.1357421875,0.1142578125,0.15270339
0.4970703125,0.2568359375,0.3271484375,0.1572265625,0.24945968
0.2373046875,0.2568359375,0.3271484375,0.1572265625,0.21455853
0.4970703125,0.1298828125,0.3271484375,0.1572265625,0.2431666
0.4970703125,0.2568359375,0.5107421875,0.1572265625,0.29413638
0.4970703125,0.2568359375,0.3271484375,0.7392578125,0.19764175
0.2373046875,0.1298828125,0.5107421875,0.7392578125,0.20112418
0.9970703125,0.7568359375,0.8271484375,0.6572265625,0.48346007
0.7373046875,0.7568359375,0.8271484375,0.6572265625,0.4871567
0.9970703125,0.6298828125,0.8271484375,0.6572265625,0.48042744
0.9970703125,0.7568359375,0.0107421875,0.6572265625,0.356216
0.9970703125,0.7568359375,0.8271484375,0.2392578125,0.5200627
0.7373046875,0.6298828125,0.0107421875,0.2392578125,0.39348266
0.7470703125,0.0068359375,0.0771484375,0.4072265625,0.19448808
0.9873046875,0.0068359375,0.0771484375,0.4072265625,0.1910651
0.7470703125,0.8798828125,0.0771484375,0.4072265625,0.39181334
0.7470703125,0.0068359375,0.7607421875,0.4072265625,0.31825855
0.7470703125,0.0068359375,0.0771484375,0.4892578125,0.18742675
0.9873046875,0.8798828125,0.7607421875,0.4892578125,0.5050994
0.2470703125,0.5068359375,0.5771484375,0.9072265625,0.35095838
0.4873046875,0.5068359375,0.5771484375,0.9072265625,0.38327578
0.2470703125,0.3798828125,0.5771484375,0.9072265625,0.24352768
0.2470703125,0.5068359375,0.2607421875,0.9072265625,0.27720115
0.2470703125,0.5068359375,0.5771484375,0.9892578125,0.33385795
0.4873046875,0.3798828125,0.2607421875,0.9892578125,0.18498737
0.1845703125,0.4443359375,0.0146484375,0.7197265625,0.21266444
0.7998046875,0.4443359375,0.0146484375,0.7197265625,0.27341026
0.1845703125,0.3173828125,0.0146484375,0.7197265625,0.1158514
0.1845703125,0.4443359375,0.5732421875,0.7197265625,0.32468694
0.1845703125,0.4443359375,0.0146484375,0.6767578125,0.21870449
0.7998046875,0.3173828125,0.5732421875,0.6767578125,0.29465982
0.6845703125,0.9443359375,0.5146484375,0.2197265625,0.4967637
0.2998046875,0.9443359375,0.5146484375,0.2197265625,0.45762423
0.6845703125,0.8173828125,0.5146484375,0.2197265625,0.49668872
0.6845703125,0.9443359375,0.0732421875,0.2197265625,0.40088508
0.6845703125,0.9443359375,0.5146484375,0.1767578125,0.4986899
0.2998046875,0.8173828125,0.0732421875,0.1767578125,0.3635968
0.9345703125,0.1943359375,0.2646484375,0.9697265625,0.15064947
0.0498046875,0.1943359375,0.2646484375,0.9697265625,0.06781472
0.9345703125,0.5673828125,0.2646484375,0.9697265625,0.3350531
0.9345703125,0.1943359375,0.8232421875,0.9697265625,0.2380685
0.9345703125,0.1943359375,0.2646484375,0.4267578125,0.22838616
0.0498046875,0.5673828125,0.8232421875,0.4267578125,0.41737407
0.4345703125,0.6943359375,0.7646484375,0.4697265625,0.4862767
0.5498046875,0.6943359375,0.7646484375,0.4697265625,0.4982028
0.4345703125,0.0673828125,0.7646484375,0.4697265625,0.28997546
0.4345703125,0.6943359375,0.3232421875,0.4697265625,0.4114559
0.4345703125,0.6943359375,0.7646484375,0.9267578125,0.42119238
0.5498046875,0.0673828125,0.3232421875,0.9267578125,0.16199642
0.3095703125,0.0693359375,0.6396484375,0.3447265625,0.27563566
0.6748046875,0.0693359375,0.6396484375,0.3447265625,0.31285834
0.3095703125,0.4423828125,0.6396484375,0.3447265625,0.39153215
0.3095703125,0.0693359375,0.9482421875,0.3447265625,0.26658535
0.3095703125,0.0693359375,0.6396484375,0.3017578125,0.27837566
0.6748046875,0.4423828125,0.9482421875,0.3017578125,0.42244452
0.8095703125,0.5693359375,0.1396484375,0.8447265625,0.33626884
0.1748046875,0.5693359375,0.1396484375,0.8447265625,0.2737934
0.8095703125,0.9423828125,0.1396484375,0.8447265625,0.3468247
0.8095703125,0.5693359375,0.4482421875,0.8447265625,0.40785986
0.8095703125,0.5693359375,0.1396484375,0.8017578125,0.34369504
0.1748046875,0.9423828125,0.4482421875,0.8017578125,0.36336657
0.5595703125,0.3193359375,0.8896484375,0.0947265625,0.33843973
0.4248046875,0.3193359375,0.8896484375,0.0947265625,0.32450098
0.5595703125,0.6923828125,0.8896484375,0.0947265625,0.51302785
0.5595703125,0.3193359375,0.6982421875,0.0947265625,0.3442701
0.5595703125,0.3193359375,0.8896484375,0.5517578125,0.30845585
0.4248046875,0.6923828125,0.6982421875,0.5517578125,0.4749356
0.0595703125,0.8193359375,0.3896484375,0.5947265625,0.35738468
0.9248046875,0.8193359375,0.3896484375,0.5947265625,0.43875948
0.0595703125,0.1923828125,0.3896484375,0.5947265625,0.16202617
0.0595703125,0.8193359375,0.1982421875,0.5947265625,0.3112645
0.0595703125,0.8193359375,0.3896484375,0.0517578125,0.39342093
0.9248046875,0.1923828125,0.1982421875,0.0517578125,0.23331705
0.0439453125,0.1162109375,0.2490234375,0.9228515625,0.07120706
0.1904296875,0.1162109375,0.2490234375,0.9228515625,0.097303495
0.0439453125,0.0830078125,0.2490234375,0.9228515625,0.07099672
0.0439453125,0.1162109375,0.6513671875,0.9228515625,0.15804304
0.0439453125,0.1162109375,0.2490234375,0.1611328125,0.15504302
0.1904296875,0.0830078125,0.6513671875,0.1611328125,0.2677651
0.5439453125,0.6162109375,0.7490234375,0.4228515625,0.49823457
0.6904296875,0.6162109375,0.7490234375,0.4228515625,0.50800467
0.5439453125,0.5830078125,0.7490234375,0.4228515625,0.49438578
0.5439453125,0.6162109375,0.1513671875,0.4228515625,0.3853465
0.5439453125,0.6162109375,0.7490234375,0.6611328125,0.47311652
0.6904296875,0.5830078125,0.1513671875,0.6611328125,0.3661497
0.7939453125,0.3662109375,0.4990234375,0.6728515625,0.30672944
0.9404296875,0.3662109375,0.4990234375,0.6728515625,0.30463254
0.7939453125,0.8330078125,0.4990234375,0.6728515625,0.45676404
0.7939453125,0.3662109375,0.9013671875,0.6728515625,0.32904693
0.7939453125,0.3662109375,0.4990234375,0.9111328125,0.26742756
0.9404296875,0.8330078125,0.9013671875,0.9111328125,0.43768278
0.2939453125,0.8662109375,0.9990234375,0.1728515625,0.4611925
0.4404296875,0.8662109375,0.9990234375,0.1728515625,0.48098972
0.2939453125,0.3330078125,0.9990234375,0.1728515625,0.2915146
0.2939453125,0.8662109375,0.4013671875,0.1728515625,0.43217945
0.2939453125,0.8662109375,0.9990234375,0.4111328125,0.44708437
0.4404296875,0.3330078125,0.4013671875,0.4111328125,0.26819068
0.4189453125,0.4912109375,0.6240234375,0.0478515625,0.45775166
0.3154296875,0.4912109375,0.6240234375,0.0478515625,0.4437424
0.4189453125,0.2080078125,0.6240234375,0.0478515625,0.304507
0.4189453125,0.4912109375,0.7763671875,0.0478515625,0.4670011
0.4189453125,0.4912109375,0.6240234375,0.7861328125,0.39501134
0.3154296875,0.2080078125,0.7763671875,0.7861328125,0.23700684
0.9189453125,0.9912109375,0.1240234375,0.5478515625,0.384685
0.8154296875,0.9912109375,0.1240234375,0.5478515625,0.38616884
0.9189453125,0.7080078125,0.1240234375,0.5478515625,0.38397643
0.9189453125,0.9912109375,0.2763671875,0.5478515625,0.41572344
0.9189453125,0.9912109375,0.1240234375,0.2861328125,0.40581876
0.8154296875,0.7080078125,0.2763671875,0.2861328125,0.43763244
0.6689453125,0.2412109375,0.8740234375,0.2978515625,0.32175273
0.5654296875,0.2412109375,0.8740234375,0.2978515625,0.31483907
0.6689453125,0.9580078125,0.8740234375,0.2978515625,0.5140632
0.6689453125,0.2412109375,0.5263671875,0.2978515625,0.30193943
0.6689453125,0.2412109375,0.8740234375,0.0361328125,0.33253664
0.5654296875,0.9580078125,0.5263671875,0.0361328125,0.49812013
0.1689453125,0.7412109375,0.3740234375,0.7978515625,0.34413683
0.0654296875,0.7412109375,0.3740234375,0.7978515625,0.32567006
0.1689453125,0.4580078125,0.3740234375,0.7978515625,0.2774871
0.1689453125,0.7412109375,0.0263671875,0.7978515625,0.2776492
0.1689453125,0.7412109375,0.3740234375,0.5361328125,0.37910646
0.0654296875,0.4580078125,0.0263671875,0.5361328125,0.22750229
0.2314453125,0.3037109375,0.8115234375,0.6103515625,0.26148516
0.6279296875,0.3037109375,0.8115234375,0.6103515625,0.30823672
0.2314453125,0.2705078125,0.8115234375,0.6103515625,0.2538817
0.2314453125,0.3037109375,0.8388671875,0.6103515625,0.259796
0.2314453125,0.3037109375,0.8115234375,0.8486328125,0.2260268
0.6279296875,0.2705078125,0.8388671875,0.8486328125,0.26348573
0.7314453125,0.8037109375,0.3115234375,0.1103515625,0.45343098
0.1279296875,0.8037109375,0.3115234375,0.1103515625,0.38414684
0.7314453125,0.7705078125,0.3115234375,0.1103515625,0.45333144
0.7314453125,0.8037109375,0.3388671875,0.1103515625,0.46034086
0.7314453125,0.8037109375,0.3115234375,0.3486328125,0.44157943
0.1279296875,0.7705078125,0.3388671875,0.3486328125,0.37910563
0.9814453125,0.0537109375,0.5615234375,0.8603515625,0.23851027
0.3779296875,0.0537109375,0.5615234375,0.8603515625,0.21134458
0.9814453125,0.5205078125,0.5615234375,0.8603515625,0.41020483
0.9814453125,0.0537109375,0.5888671875,0.8603515625,0.24317391
0.9814453125,0.0537109375,0.5615234375,0.0986328125,0.31259614
0.3779296875,0.5205078125,0.5888671875,0.0986328125,0.46178868
0.4814453125,0.5537109375,0.0615234375,0.3603515625,0.36167064
0.8779296875,0.5537109375,0.0615234375,0.3603515625,0.38000152
0.4814453125,0.0205078125,0.0615234375,0.3603515625,0.17846169
0.4814453125,0.5537109375,0.0888671875,0.3603515625,0.36474225
0.4814453125,0.5537109375,0.0615234375,0.5986328125,0.33960262
0.8779296875,0.0205078125,0.0888671875,0.5986328125,0.17779614
0.3564453125,0.1787109375,0.4365234375,0.4853515625,0.23359728
0.7529296875,0.1787109375,0.4365234375,0.4853515625,0.26693264
0.3564453125,0.3955078125,0.4365234375,0.4853515625,0.3032341
0.3564453125,0.1787109375,0.7138671875,0.4853515625,0.27864102
0.3564453125,0.1787109375,0.4365234375,0.2236328125,0.25181675
0.7529296875,0.3955078125,0.7138671875,0.2236328125,0.39983267
0.8564453125,0.6787109375,0.9365234375,0.9853515625,0.41792837
0.2529296875,0.6787109375,0.9365234375,0.9853515625,0.3685266
0.8564453125,0.8955078125,0.9365234375,0.9853515625,0.4191787
0.8564453125,0.6787109375,0.2138671875,0.9853515625,0.3316813
0.8564453125,0.6787109375,0.9365234375,0.7236328125,0.46556267
0.2529296875,0.8955078125,0.2138671875,0.7236328125,0.3311642
0.6064453125,0.4287109375,0.1865234375,0.2353515625,0.31886944
0.0029296875,0.4287109375,0.1865234375,0.2353515625,0.23300393
0.6064453125,0.6455078125,0.1865234375,0.2353515625,0.41096285
0.6064453125,0.4287109375,0.9638671875,0.2353515625,0.4061004
0.6064453125,0.4287109375,0.1865234375,0.9736328125,0.2277788
0.0029296875,0.6455078125,0.9638671875,0.9736328125,0.32123768
0.1064453125,0.9287109375,0.6865234375,0.7353515625,0.40237826
0.5029296875,0.9287109375,0.6865234375,0.7353515625,0.46031862
0.1064453125,0.1455078125,0.6865234375,0.7353515625,0.20576759
0.1064453125,0.9287109375,0.4638671875,0.7353515625,0.36557144
0.1064453125,0.9287109375,0.6865234375,0.4736328125,0.43356213
0.5029296875,0.1455078125,0.4638671875,0.4736328125,0.25808498
0.0751953125,0.3974609375,0.2802734375,0.2666015625,0.23571463
0.4716796875,0.3974609375,0.2802734375,0.2666015625,0.29603896
0.0751953125,0.9267578125,0.2802734375,0.2666015625,0.3601963
0.0751953125,0.3974609375,0.1826171875,0.2666015625,0.2140239
0.0751953125,0.3974609375,0.2802734375,0.9423828125,0.15286572
0.4716796875,0.9267578125,0.1826171875,0.9423828125,0.31598103
0.5751953125,0.8974609375,0.7802734375,0.7666015625,0.4647406
0.9716796875,0.8974609375,0.7802734375,0.7666015625,0.47120395
0.5751953125,0.4267578125,0.7802734375,0.7666015625,0.36832067
0.5751953125,0.8974609375,0.6826171875,0.7666015625,0.46173224
0.5751953125,0.8974609375,0.7802734375,0.4423828125,0.5034768
0.9716796875,0.4267578125,0.6826171875,0.4423828125,0.41051188
0.8251953125,0.1474609375,0.0302734375,0.0166015625,0.21065593
0.7216796875,0.1474609375,0.0302734375,0.0166015625,0.2089365
0.8251953125,0.1767578125,0.0302734375,0.0166015625,0.21128912
0.8251953125,0.1474609375,0.4326171875,0.0166015625,0.29159084
0.8251953125,0.1474609375,0.0302734375,0.1923828125,0.2048437
0.7216796875,0.1767578125,0.4326171875,0.1923828125,0.28469238
0.3251953125,0.6474609375,0.5302734375,0.5166015625,0.44082844
0.2216796875,0.6474609375,0.5302734375,0.5166015625,0.4247804
0.3251953125,0.6767578125,0.5302734375,0.5166015625,0.4418538
0.3251953125,0.6474609375,0.9326171875,0.5166015625,0.4520535
0.3251953125,0.6474609375,0.5302734375,0.6923828125,0.41994277
0.2216796875,0.6767578125,0.9326171875,0.6923828125,0.41614512
0.4501953125,0.0224609375,0.9052734375,0.6416015625,0.26324162
0.0966796875,0.0224609375,0.9052734375,0.6416015625,0.2092317
0.4501953125,0.8017578125,0.9052734375,0.6416015625,0.4604611
0.4501953125,0.0224609375,0.3076171875,0.6416015625,0.19438285
0.4501953125,0.0224609375,0.9052734375,0.0673828125,0.30454767
0.0966796875,0.8017578125,0.3076171875,0.0673828125,0.37889847
0.9501953125,0.5224609375,0.4052734375,0.1416015625,0.4502735
0.5966796875,0.5224609375,0.4052734375,0.1416015625,0.4444867
0.9501953125,0.3017578125,0.4052734375,0.1416015625,0.29353595
0.9501953125,0.5224609375,0.8076171875,0.1416015625,0.5032412
0.9501953125,0.5224609375,0.4052734375,0.5673828125,0.42020646
0.5966796875,0.3017578125,0.8076171875,0.5673828125,0.3106498
0.7001953125,0.2724609375,0.6552734375,0.8916015625,0.25682402
0.8466796875,0.2724609375,0.6552734375,0.8916015625,0.25925386
0.7001953125,0.0517578125,0.6552734375,0.8916015625,0.24770398
0.7001953125,0.2724609375,0.0576171875,0.8916015625,0.13665505
0.7001953125,0.2724609375,0.6552734375,0.8173828125,0.27029073
0.8466796875,0.0517578125,0.0576171875,0.8173828125,0.14343162
0.2001953125,0.7724609375,0.1552734375,0.3916015625,0.34709105
0.3466796875,0.7724609375,0.1552734375,0.3916015625,0.3697694
0.2001953125,0.5517578125,0.1552734375,0.3916015625,0.332649
0.2001953125,0.7724609375,0.5576171875,0.3916015625,0.4395277
0.2001953125,0.7724609375,0.1552734375,0.3173828125,0.35221624
0.3466796875,0.5517578125,0.5576171875,0.3173828125,0.45288917
0.1376953125,0.2099609375,0.7177734375,0.2041015625,0.2644291
0.9091796875,0.2099609375,0.7177734375,0.2041015625,0.3321884
0.1376953125,0.7392578125,0.7177734375,0.2041015625,0.45867607
0.1376953125,0.2099609375,0.3701171875,0.2041015625,0.2025365
0.1376953125,0.2099609375,0.7177734375,0.0048828125,0.27103183
0.9091796875,0.7392578125,0.3701171875,0.0048828125,0.4711455
0.6376953125,0.7099609375,0.2177734375,0.7041015625,0.3780599
0.4091796875,0.7099609375,0.2177734375,0.7041015625,0.35652468
0.6376953125,0.2392578125,0.2177734375,0.7041015625,0.18624038
0.6376953125,0.7099609375,0.8701171875,0.7041015625,0.47229713
0.6376953125,0.7099609375,0.2177734375,0.5048828125,0.4017459
0.4091796875,0.2392578125,0.8701171875,0.5048828125,0.28262833
0.8876953125,0.4599609375,0.9677734375,0.4541015625,0.42682284
0.1591796875,0.4599609375,0.9677734375,0.4541015625,0.36229342
0.8876953125,0.4892578125,0.9677734375,0.4541015625,0.44936526
0.8876953125,0.4599609375,0.1201171875,0.4541015625,0.32864392
0.8876953125,0.4599609375,0.9677734375,0.7548828125,0.390926
0.1591796875,0.4892578125,0.1201171875,0.7548828125,0.25076008
0.3876953125,0.9599609375,0.4677734375,0.9541015625,0.3718713
0.6591796875,0.9599609375,0.4677734375,0.9541015625,0.3973856
0.3876953125,0.9892578125,0.4677734375,0.9541015625,0.3718734
0.3876953125,0.9599609375,0.6201171875,0.9541015625,0.40076464
0.3876953125,0.9599609375,0.4677734375,0.2548828125,0.45779365
0.6591796875,0.9892578125,0.6201171875,0.2548828125,0.51220345
0.2626953125,0.3349609375,0.0927734375,0.8291015625,0.12591015
0.5341796875,0.3349609375,0.0927734375,0.8291015625,0.16036342
0.2626953125,0.6142578125,0.0927734375,0.8291015625,0.2902084
0.2626953125,0.3349609375,0.2451171875,0.8291015625,0.15398157
0.2626953125,0.3349609375,0.0927734375,0.8798828125,0.116697416
0.5341796875,0.6142578125,0.2451171875,0.8798828125,0.34352034
0.7626953125,0.8349609375,0.5927734375,0.3291015625,0.5076256
0.0341796875,0.8349609375,0.5927734375,0.3291015625,0.42048815
